time_s,seismic_like_signal
1.3,-0.9250083377997466
1.305,-0.36040212941719796
1.31,-0.7897695798473121
1.315,-0.08674717116376847
1.32,-0.1504135625079607
1.325,1.2642898488739527
1.33,-0.2167342026956496
1.335,0.08738733138164917
1.34,-0.2860436530695409
1.345,0.42383688832635014
1.35,0.3080481535802922
1.355,-0.017192892492846504
1.36,-0.7113324251203635
1.365,0.13461641732537014
1.37,0.5723145296375278
1.375,-0.1902306061749489
1.38,-0.255488681390617
1.385,0.7680229471946877
1.39,-0.5861023521244104
1.395,-0.5127484267189814
1.4,-0.0017138816396973485
1.405,0.5956606916526813
1.41,0.92285960465312
1.415,0.03398329722498686
1.42,0.8157395846266421
1.425,0.2651351742795574
1.43,-1.3887401379366324
1.435,-0.2620064807120351
1.44,-0.3437143293897315
1.445,-0.5148395245599563
1.45,-0.5508920335934601
1.455,0.6436874253292425
1.46,0.5750903753423912
1.465,0.6106034363251664
1.47,0.3923368299709228
1.475,0.2533421449827873
1.48,0.2294695467815212
1.485,0.016285330718164848
1.49,0.1212950260513586
1.495,0.35410176993631537
1.5,-0.08333931028461113
1.505,0.26729736765115686
1.51,0.8344336954261872
1.515,-1.0258501509503846
1.52,0.0950775824213892
1.525,0.24034520536426932
1.53,0.14378118648567229
1.535,0.3692999283471818
1.54,0.5533125011351065
1.545,0.042690852055011067
1.55,-0.08390253489153969
1.555,0.20245500007631537
1.56,0.6815184695667651
1.565,0.5639860724248855
1.57,-0.7506198675253056
1.575,0.013539451765452373
1.58,-0.6042430300551708
1.585,0.22444834931540333
1.59,-0.6163543266139303
1.595,-0.12876196998665992
1.6,-0.28658352118292724
1.605,0.2904693430546187
1.61,0.2032277551232933
1.615,-0.20984577861470993
1.62,-0.2584584176604325
1.625,0.0925909407214723
1.63,0.2173408116473566
1.635,-0.48569785716861064
1.64,-0.24288189699269844
1.645,-0.3603020828943212
1.65,0.7702927753682008
1.655,1.0954517717786108
1.66,-0.43289669507205825
1.665,0.19576821449046786
1.67,0.47029858696637045
1.675,0.23191237679472093
1.68,-0.37562529564688585
1.685,1.1402371209827507
1.69,0.31799934191322404
1.695,0.0213593102208309
1.7,-0.590522603259767
1.705,0.45142350029248357
1.71,-0.18374756812211807
1.715,0.35128599364379776
1.72,-0.5205933871251626
1.725,0.22345982700885647
1.73,0.1661772225286093
1.735,-0.6172017140817839
1.74,-0.3285131791366157
1.745,-0.1643114874082302
1.75,-0.6751073233032079
1.755,-0.30983317117516607
1.76,-0.31127383049797236
1.765,-0.29847255641045944
1.77,-0.5845266040638691
1.775,-0.07405516354278102
1.78,0.4078350029066886
1.785,-0.0057635303656662
1.79,-0.39207845357119175
1.795,-0.5602683120917004
1.8,0.7738322047562048
1.805,0.49908120635462133
1.81,0.06429966707491615
1.815,0.060257805632331615
1.82,-1.26527657296956
1.825,0.7797674816293974
1.83,-0.09345564381133496
1.835,-0.23498957610540433
1.84,0.9925584786615392
1.845,-0.5261711331301413
1.85,0.29263887423635127
1.855,0.02775708352554446
1.86,0.013456821069935758
1.865,-1.0160417101897985
1.87,0.47819107017382595
1.875,-0.011216348302912219
1.88,-0.1925818116841359
1.885,0.3994443241366454
1.89,-0.3375664742400697
1.895,0.17343059694495166
1.9,-0.44083492313248823
1.905,-0.38112482712645696
1.91,-0.6579915472440119
1.915,-0.5902700888581084
1.92,-0.1016030727714425
1.925,-0.4262883574223095
1.93,0.4167080708410738
1.935,-0.3813084302540075
1.94,0.26026751023818245
1.945,0.018198815884002042
1.95,0.2928353333065363
1.955,0.5516291163073035
1.96,-0.5479122845790915
1.965,-0.24877564352233267
1.97,-0.14538815596677443
1.975,0.03304104187058455
1.98,-0.21088759387364994
1.985,-0.034720210333875914
1.99,0.13234895106324335
1.995,1.0260690450642875
2.0,-0.4921945485724815
2.005,-0.44160471201844065
2.01,-0.7116846802312459
2.015,0.35998669087798557
2.02,-0.4816577770756657
2.025,0.3613025871525651
2.03,-0.6633615823081793
2.035,-0.039589060307764705
2.04,0.41076178720078244
2.045,-0.12495981168260153
2.05,-0.1448570996004935
2.055,0.948529302234214
2.06,-0.33418636454943407
2.065,-0.252336144623716
2.07,-0.20871466834579103
2.075,-0.43850507795881444
2.08,0.93340585242445
2.085,-0.4254523607018438
2.09,-0.710684238858589
2.095,0.6895714877356363
2.1,0.38451212031659054
2.105,0.31560432250969517
2.11,0.10304581243611675
2.115,0.4588122274397252
2.12,0.02415009531615688
2.125,-0.22076848625022094
2.13,0.19764036176409017
2.135,-1.4092116609331709
2.14,-0.06207747750048916
2.145,-0.1525868064864344
2.15,0.32780143545503637
2.155,0.0028606474285722207
2.16,0.4708295484539926
2.165,-0.02135324673400754
2.17,-0.1936010278605009
2.175,-0.9605931313622299
2.18,0.26463430304718427
2.185,-0.46987112343766146
2.19,-0.7811978920145868
2.195,-0.17796090378042972
2.2,-0.1357336819679088
2.205,-0.008724117222457096
2.21,-0.2555274497323523
2.215,-0.661776567518771
2.22,-1.5591349963171104
2.225,0.1978661636063124
2.23,-0.7816873966631865
2.235,0.03275615701368616
2.24,-0.25303912837428577
2.245,-0.671699848306553
2.25,0.24859141432571202
2.255,0.3104377002085975
2.26,0.0742221926575944
2.265,-0.9263100822373339
2.27,-0.1224630712556414
2.275,-0.41012738977328206
2.28,0.8997392934844464
2.285,-0.8513622719750632
2.29,0.39717714067454485
2.295,1.1447438948429158
2.3,0.15856265229411087
2.305,-0.5289987321099898
2.31,1.2067966499749845
2.315,0.4533837197921732
2.32,0.5063028098918896
2.325,0.7877955524113356
2.33,-0.18689255306305055
2.335,-0.6715353812101146
2.34,0.25873701899361196
2.345,-0.26683564757151634
2.35,1.4015528930577594
2.355,0.6904478569284958
2.36,-0.07566922201739462
2.365,0.6713855570899235
2.37,-0.46330462166346714
2.375,-0.1701493509088741
2.38,-0.2006380266092582
2.385,-0.07327404228242511
2.39,-0.3208471236596506
2.395,-0.021027891323621425
2.4,-0.669430087352399
2.405,0.33879230814558015
2.41,-1.0811443594219523
2.415,-0.5238200793470482
2.42,-1.466388072657239
2.425,0.13927233043582146
2.43,1.1799842534516465
2.435,-0.5729653661974627
2.44,0.4541669196203017
2.445,0.17764320754753976
2.45,-1.1368814867731636
2.455,-0.10565355274082514
2.46,-0.24727219907593811
2.465,0.4630578205088925
2.47,0.37129268615559413
2.475,-0.2458097838207388
2.48,0.05838110228968731
2.485,-0.7634720609299699
2.49,0.08413595425432631
2.495,-0.7357642207087005
2.5,0.7086155484468624
2.505,0.9016549035101767
2.51,-0.5213290928275615
2.515,-0.5504684175824979
2.52,-0.08421626666998844
2.525,-0.7418084564776307
2.53,0.2330411980383394
2.535,-0.37949328677257704
2.54,0.028816861765837223
2.545,-0.2773223161690608
2.55,-0.0056633899377567815
2.555,-0.15747235916301072
2.56,0.5721577138759759
2.565,-0.2259035817891338
2.57,-0.43750942245795915
2.575,-0.10176164566275962
2.58,-0.08932799782466518
2.585,0.68099283600758
2.59,0.3934515719002047
2.595,0.32885409078837174
2.6,0.7486770858374928
2.605,0.44116271909154153
2.61,0.6893557108271267
2.615,-0.4331586205060868
2.62,-0.5547962625485499
2.625,0.05046658672953039
2.63,0.13604675896325
2.635,-0.6223242273354477
2.64,-0.03220296257263821
2.645,0.40241422888829176
2.65,-0.32240116032008176
2.655,0.477592993650103
2.66,-0.4004955248433599
2.665,-1.1954655638435925
2.67,-0.0597958708909574
2.675,-0.05422783305919757
2.68,1.007137020906034
2.685,0.051275055101192325
2.69,-0.8955067586406307
2.695,0.2580580292805214
2.7,-0.35218190645426983
2.705,1.2049052939299685
2.71,-0.9319810191875035
2.715,0.8375756960678219
2.72,-0.9694873986710545
2.725,-0.06473349721443433
2.73,0.08203119880470333
2.735,0.31642001052260826
2.74,-0.031049420552793878
2.745,0.03695688324230859
2.75,-0.399330562189191
2.755,0.13686203027552662
2.76,-0.6908072380881887
2.765,-0.10046706999291392
2.77,0.0674472114538226
2.775,0.3756360633626003
2.78,-0.49738681245128874
2.785,-0.5073875155499645
2.79,0.13985094486439503
2.795,-0.9073750534235226
2.8,-0.623089551856338
2.805,-0.6952188616471185
2.81,-0.5207989255411227
2.815,-0.1274848672073865
2.82,-0.41930783697933455
2.825,1.125078443391764
2.83,0.13906880951328499
2.835,0.20306206274686828
2.84,-0.255329158975403
2.845,-0.2273444379919481
2.85,-0.9654214696456465
2.855,0.7580268930391706
2.86,0.5420982568121298
2.865,0.6189669527853926
2.87,-0.3776038704533729
2.875,-0.6181418348131803
2.88,-0.1502434602832095
2.885,-0.20542042432336746
2.89,0.15138426295681262
2.895,0.41939722477667546
2.9,0.9095727299921557
2.905,0.3535161517263684
2.91,0.035873306703261054
2.915,-0.6287967015410469
2.92,-0.39546591624591404
2.925,-0.26923781421187465
2.93,-0.03389574388509226
2.935,-1.502748460423474
2.94,0.9290244617819949
2.945,-0.1712745644101337
2.95,0.7152801198902188
2.955,0.10700561780966868
2.96,0.3798825218776502
2.965,0.4660475168487478
2.97,0.14157619706760505
2.975,-0.7837796684217573
2.98,0.24256088337883586
2.985,-0.41822938902935985
2.99,-0.7863455341706679
2.995,0.8274794622881232
3.0,-0.7157212172855603
3.005,-0.12776998681757948
3.01,-0.4356885735976029
3.015,0.3070107940625854
3.02,-0.5939947825603329
3.025,0.3213454571223101
3.03,0.6982197866234016
3.035,-0.19185472912979618
3.04,-0.4201706008706018
3.045,0.029507704966493527
3.05,-0.26490056084040836
3.055,0.08198851064174982
3.06,-0.5818268338299171
3.065,-0.6014658812129492
3.07,0.08529444592346129
3.075,-0.33748340437411556
3.08,0.46368886997256603
3.085,0.1571808635935174
3.09,0.617990737811233
3.095,0.1965570346283098
3.1,-0.24662482049895276
3.105,-0.6844508704703353
3.11,0.47690456269414877
3.115,0.021327829011817425
3.12,0.15140946163827476
3.125,-0.0003191724362147896
3.13,0.018775341838482763
3.135,1.3078618628969487
3.14,0.45841538026606704
3.145,-0.27381509138167
3.15,-0.3800869561943594
3.155,-0.17363967959575655
3.16,0.14968378998033466
3.165,-0.7605516719969313
3.17,0.9341502460422717
3.175,-0.14428633532363147
3.18,0.1619323608759681
3.185,0.44343822475640154
3.19,-0.9662332123307955
3.195,-0.6574759527679029
3.2,0.1411683515818383
3.205,0.16384154486296157
3.21,0.5247175759725121
3.215,0.12350019866894382
3.22,0.17019052563699347
3.225,0.05417479530697962
3.23,-0.032405907466331846
3.235,0.33387069952479653
3.24,-0.05353769779628709
3.245,1.0883590929341487
3.25,-0.27275521149976967
3.255,0.3090644716044511
3.26,-0.024279954204199115
3.265,-0.5347684311254507
3.27,-0.4002310375299911
3.275,-0.49172723557386777
3.28,0.18868119933117974
3.285,-0.1408048976702895
3.29,-0.9003037404303239
3.295,-0.06058535666863004
3.3,0.028952562131904197
3.305,0.026849555306267096
3.31,0.8153110769218956
3.315,0.16318095567373397
3.32,0.0678937394996015
3.325,0.3840103011494104
3.33,-0.41919804844877817
3.335,0.014069624406915159
3.34,0.11155953182781839
3.345,-0.9500600564450582
3.35,-0.15846131537573835
3.355,-0.014714690913873615
3.36,0.7477418635247718
3.365,-0.1880411312634708
3.37,-0.08913382649878927
3.375,0.13889944383457956
3.38,-0.5348248610332402
3.385,-0.20247969116734124
3.39,-0.14530898417751686
3.395,-0.06684116451663259
3.4,0.40399089504232744
3.405,0.32616279351148986
3.41,-0.31982094258588484
3.415,-0.8596082624310734
3.42,0.08728278798992395
3.425,0.4627006398301968
3.43,-0.6087801716730233
3.435,-0.35220649736526044
3.44,-0.07459245396466153
3.445,-0.08360693200754372
3.45,-0.5408978519378301
3.455,0.741359630589566
3.46,1.1230536784347185
3.465,-0.45126728215070305
3.47,0.055409261376262904
3.475,-0.2670884745656362
3.48,0.11803520761212176
3.485,0.553321720578078
3.49,0.4866424744630525
3.495,-1.3159643215730847
3.5,0.19997816524460352
3.505,-0.009939060556885619
3.51,0.3273864536475519
3.515,1.020581720875235
3.52,-1.0915718355130257
3.525,0.2488791466582935
3.53,0.1842449174476529
3.535,-0.09905421916446515
3.54,-0.029390625124551914
3.545,0.2687149408123986
3.55,0.22105611949488346
3.555,-0.0042705078179903575
3.56,0.245132209335935
3.565,0.9638768860398224
3.57,-0.2210594663400393
3.575,-0.3095060154775045
3.58,-0.4724891577998942
3.585,-0.7468506973568677
3.59,-0.12473184446770585
3.595,-1.0259549147771243
3.6,-0.1919613298923786
3.605,0.19279185809299734
3.61,0.08602435753620469
3.615,0.4810588216039996
3.62,-0.7336329041046719
3.625,0.36514944500436525
3.63,-0.13287641457992835
3.635,0.10707305544935888
3.64,-0.39772940634529597
3.645,-0.17734361485299047
3.65,-0.3202098299000703
3.655,0.030496089362213572
3.66,0.32579776476746886
3.665,0.9699452907189284
3.67,-0.6389268702321677
3.675,0.17372481291907543
3.68,-0.3039736213393497
3.685,0.4088426880819509
3.69,-0.3881046950806125
3.695,0.3771181001286408
3.7,0.09889775145603727
3.705,-0.012281494316298786
3.71,-0.11130311156704654
3.715,0.2293071449170964
3.72,0.40925790872507045
3.725,0.22375366493324153
3.73,-0.08041930514100228
3.735,-0.15080318598067902
3.74,-0.42414716166659
3.745,0.9207375239067032
3.75,-0.008380864781401372
3.755,0.19147822102474654
3.76,-0.706097535619338
3.765,-0.20029201462208127
3.77,-0.32048856625551486
3.775,-0.08896331713645923
3.78,-0.39083114697374044
3.785,-0.1850494176578592
3.79,-0.8945766108647267
3.795,-0.5411508740642827
3.8,1.3048572513637375
3.805,0.7723295771034846
3.81,-0.3007049083241387
3.815,0.07768261599772812
3.82,0.04492770909350268
3.825,-0.23472574842628943
3.83,-0.1317886623043624
3.835,0.006822429111983756
3.84,-0.2669908984047813
3.845,0.42858606686243883
3.85,-0.29616981914265783
3.855,0.9596550035219833
3.86,0.3612504815566715
3.865,0.029175726460438648
3.87,0.4186965798129031
3.875,-0.36829238975827555
3.88,0.7356338574591297
3.885,-0.5162117049455762
3.89,-0.36263595978507274
3.895,-0.6098760357551929
3.9,0.25784601358175097
3.905,0.4949457850467087
3.91,-0.5342126566747725
3.915,0.780304454390318
3.92,0.16367975205376725
3.925,0.29359738156259574
3.93,0.3861895478770331
3.935,0.89982372727007
3.94,-1.0732319063921347
3.945,-0.49294149399523257
3.95,-0.17404396765053334
3.955,-0.0985508180705141
3.96,-0.21443695945243493
3.965,0.3745385536438866
3.97,-0.4666540316167592
3.975,-0.547697928821373
3.98,-0.34589885852271524
3.985,-0.2529013450824081
3.99,-0.5969969657659869
3.995,-0.09883895119938373
4.0,-0.46198712789381075
4.005,-1.0672349430365173
4.01,0.3645867778085786
4.015,0.001962959104986825
4.02,0.3663111507863042
4.025,0.5562782840347104
4.03,-0.5167969368800464
4.035,0.06687307140592859
4.04,0.44737334957199537
4.045,0.17653998604330737
4.05,-0.6682310869695318
4.055,0.8211531131162603
4.06,0.9794027477029132
4.065,1.1544317053238067
4.07,-0.9395782510157007
4.075,-0.23542367256454488
4.08,-0.003078006413009675
4.085,0.0028644198884822765
4.09,-0.6360891831754562
4.095,-0.3651843420950569
4.1,0.38724760529401664
4.105,0.1358129784547199
4.11,0.26281983868148684
4.115,-0.3475258314669053
4.12,0.15532362366203709
4.125,0.018987435444016137
4.13,0.7002007088209237
4.135,-0.3412376930520039
4.14,-0.34074371945290466
4.145,0.034270879677474934
4.15,-0.29234576092113396
4.155,0.8106453506476408
4.16,-0.03603027804742771
4.165,0.1957658747085309
4.17,-0.052088071665591214
4.175,-0.23277442450778713
4.18,-0.0659869762138077
4.185,-0.7016768575422404
4.19,0.06272748659966837
4.195,-0.8327736325971148
4.2,-0.19323078788138806
4.205,-0.4312584385320993
4.21,-0.46187040549892416
4.215,0.2989927393579748
4.22,-0.022271686439296428
4.225,-0.024799327369042275
4.23,-0.742274519573676
4.235,0.14639548628652543
4.24,0.06953401171378903
4.245,0.20425105698969426
4.25,0.5309889407584133
4.255,0.2720012764420385
4.26,-0.10145297354512986
4.265,-0.3782097666252492
4.27,0.32831780963969065
4.275,0.06205337969512452
4.28,-0.3916454625413647
4.285,0.5836340509566277
4.29,0.717655134401931
4.295,-0.12778040356205272
4.3,0.2593290147017157
4.305,-0.24611904656656033
4.31,0.0857024109482469
4.315,0.7797699926371434
4.32,0.6314867280080907
4.325,0.05779723644319238
4.33,0.5238507385760385
4.335,-0.5121943239420074
4.34,-0.08446466240064518
4.345,-0.5534141384756254
4.35,0.235650577831151
4.355,0.04068206272031228
4.36,0.7906351517865072
4.365,-0.050882844457008074
4.37,1.0019364410343485
4.375,0.74990349479196
4.38,0.5948636189792468
4.385,0.21008526067272112
4.39,-0.04397725522339254
4.395,-0.5263249458398905
4.4,-0.2727647603895778
4.405,0.6788702056768211
4.41,-0.8925072734133188
4.415,-0.18885237589362902
4.42,0.2386077092733282
4.425,0.11380172460666776
4.43,0.54434910077569
4.435,-0.3811271172747191
4.44,-0.13388128358760598
4.445,-0.40285751194766145
4.45,-0.007590614167572016
4.455,-0.31204974932276214
4.46,0.23264672923781785
4.465,-0.08665990012552258
4.47,-0.01562786422413627
4.475,0.13206923936045065
4.48,-0.40409700180151203
4.485,-0.30497039865576797
4.49,0.3977049432360669
4.495,-0.0844003449119841
4.5,-0.41930271574363565
4.505,0.38487524674573476
4.51,-0.04785509533723795
4.515,0.36721314091019885
4.52,-0.5634302540135179
4.525,0.4018847610600316
4.53,-0.10441208601283919
4.535,-0.1133876746435691
4.54,0.24400083872803552
4.545,0.4663193004566982
4.55,0.5480583959240226
4.555,-0.20068971778999092
4.56,1.12042114402051
4.565,0.3717240300184313
4.57,0.3729199808277427
4.575,0.9645580083787059
4.58,0.3707991281822532
4.585,-0.48458347213436637
4.59,0.5319112874748535
4.595,0.007066177996530542
4.6,0.1363325387530785
4.605,0.2578533027378152
4.61,-0.09925732480847979
4.615,0.27903119529195086
4.62,0.4948941423331257
4.625,0.08216829072337828
4.63,-0.29065239067159915
4.635,-0.5028175326406374
4.64,0.13673069368014518
4.645,1.1028893400122202
4.65,-0.8666938110249947
4.655,0.28818233769233464
4.66,-0.4037626148319912
4.665,-0.7877816787410485
4.67,0.18110458884665348
4.675,-0.4110130389142313
4.68,-0.33787672023744064
4.685,0.30054205826011177
4.69,0.29258852105672173
4.695,-0.33065128542553357
4.7,-0.1202793234053084
4.705,0.7896086456754605
4.71,-0.41800806949735925
4.715,0.3495017057282021
4.72,0.24985387106305182
4.725,0.6562218903983621
4.73,0.34577333312012215
4.735,0.1956106272958026
4.74,0.8606646944701389
4.745,-0.29683306418067573
4.75,0.9227236763666459
4.755,0.5204936488527266
4.76,0.9468803430561509
4.765,0.3677913145622618
4.77,0.4341118785406585
4.775,-0.9920934037419169
4.78,0.7573172074418568
4.785,0.8123400216280208
4.79,-0.49964309231813986
4.795,0.11841737210458374
4.8,-0.4721123131645131
4.805,-0.07669994402332599
4.81,0.39480108771430644
4.815,0.41285268590945157
4.82,0.22887722709964156
4.825,0.38839456669811856
4.83,-0.03376214774590051
4.835,0.9932287837859757
4.84,0.02130570677245971
4.845,-0.45201927981390916
4.85,0.1253097703438292
4.855,0.797200473818023
4.86,-0.7499845031669278
4.865,-0.5447223434147902
4.87,-0.31379511420984474
4.875,-0.5150939022250903
4.88,0.03486269041610536
4.885,-0.1774251972387491
4.89,0.4766175549328415
4.895,0.6364650013493963
4.9,-1.1507580147102867
4.905,0.31621337748300654
4.91,0.9174164595353768
4.915,-0.07172767612789362
4.92,-0.6758979496398602
4.925,0.41782085860882406
4.93,0.46949663390180446
4.935,-0.09131807611444581
4.94,-0.7820592999640785
4.945,-0.13921341307986565
4.95,1.0456294721638864
4.955,-0.8132850346581948
4.96,0.7297632463321692
4.965,-0.8660563100336125
4.97,-0.4011380625268481
4.975,0.26357648567171876
4.98,-0.0048712043996324405
4.985,0.04914669670605597
4.99,-0.39445487189745215
4.995,-0.3681091437398593
5.0,-0.07771387169554342
5.005,0.07467214703786025
5.01,-0.3916743633261626
5.015,0.27868803900374084
5.02,-0.24975780505618114
5.025,-0.17030478467742463
5.03,0.20761152053556356
5.035,0.7276318346810948
5.04,0.3810707640067611
5.045,0.6352117574151678
5.05,-0.7164004211665417
5.055,-0.026527962862546686
5.06,-0.19034999278282247
5.065,0.2275214405349829
5.07,0.449364632409999
5.075,-0.13170719655779473
5.08,0.8617579352403493
5.085,0.4567150361289091
5.09,0.07198003365907413
5.095,-1.2264504818345767
5.1,-0.21371912683760835
5.105,1.3377866982794233
5.11,0.03964817243048035
5.115,-0.4663616497142385
5.12,0.26800493167079587
5.125,-0.10269976436374226
5.13,-1.0327577744782004
5.135,0.14041089023377604
5.14,-0.17568874051498368
5.145,-0.41894326005890703
5.15,-0.41349944328150173
5.155,-0.03596837581498388
5.16,0.9056361952885906
5.165,0.042876420966798945
5.17,-0.3043746893538253
5.175,0.2096118909845531
5.18,0.44072798461325674
5.185,0.2788330780824416
