Tiempo (s),Aceleracion (m/s^2)
0.0405,-0.2481487048334669
0.041,-0.21067386158432538
0.0415,-0.15574077517923476
0.042,0.04503633952471069
0.0425,0.20818637990571653
0.043000000000000003,0.39733272729488284
0.043500000000000004,0.6176366421358803
0.044,0.7143291603374475
0.0445,0.6871515324633818
0.045,0.6233320606238574
0.0455,0.50400758277051
0.046,0.2909423562385067
0.0465,0.07861827758611924
0.047,-0.16426381832360845
0.0475,-0.3227677988208167
0.048,-0.3483602645226171
0.0485,-0.4931825566129671
0.049,-0.5536106753600024
0.0495,-0.48534811317532467
0.05,-0.36639186476839186
0.0505,-0.12140522879459328
0.051000000000000004,0.08159389056140005
0.051500000000000004,0.1831462330384313
0.052000000000000005,0.4372627250009729
0.0525,0.48444702717541227
0.053,0.6122496197110242
0.0535,0.500079579381635
0.054,0.4583276484615964
0.0545,0.17363298301695565
0.055,-0.027434539083912444
0.0555,-0.21448588219173312
0.056,-0.37243363095595305
0.0565,-0.547425559314125
0.057,-0.7243155984717704
0.0575,-0.6672618663457476
0.058,-0.616295969165252
0.0585,-0.5173410626331493
0.059000000000000004,-0.3628981521542837
0.059500000000000004,-0.05829713425297167
0.06,0.012175291273657723
0.0605,0.13375223183135018
0.061,0.2985018592460742
0.0615,0.2969827987402259
0.062,0.24015612188504107
0.0625,0.172710569517973
0.063,-0.0003371488334243111
0.0635,-0.1904511145451436
0.064,-0.34282743238018243
0.0645,-0.5310064672162578
0.065,-0.6782303370856976
0.0655,-0.6987444452390239
0.066,-0.6629766912898416
0.0665,-0.5079400413800481
0.067,-0.39110040186566813
0.0675,-0.20531754173434957
0.068,0.1303803766894549
0.0685,0.28665298857835325
0.069,0.44445015594907994
0.0695,0.6886830260972637
0.07,0.6881361687667156
0.07050000000000001,0.723943959905676
0.07100000000000001,0.5761290267433962
0.07150000000000001,0.39383153316977526
0.07200000000000001,0.2015420955179192
0.0725,0.0451413291092288
0.073,-0.11499395393600254
0.0735,-0.2701688827084655
0.074,-0.30880489637145025
0.0745,-0.366895592950511
0.075,-0.21579553210088723
0.0755,-0.17496595660025002
0.076,0.074519780177298
0.0765,0.3019638871508056
0.077,0.49108465671084894
0.0775,0.6529084481665319
0.078,0.561388068601505
0.0785,0.6784272453015286
0.079,0.6289912488229215
0.0795,0.4804414196440997
0.08,0.19891878080033915
0.0805,0.054662691143120036
0.081,-0.08241071032739983
0.0815,-0.43087330553890235
0.082,-0.4605563932113146
0.0825,-0.48845177797440753
0.083,-0.5626376325779151
0.0835,-0.40934465371177975
0.084,-0.3423779797276221
0.0845,-0.14028151017368218
0.085,0.0619545782553719
0.0855,0.3002061162842113
0.08600000000000001,0.43304378881904726
0.08650000000000001,0.5708734441089227
0.08700000000000001,0.4878585266621707
0.08750000000000001,0.4635666010637303
0.088,0.38461342538738913
0.0885,0.17896581488810342
0.089,-0.12936332918316507
0.0895,-0.24505078061270047
0.09,-0.49125034570957704
0.0905,-0.5873319228397484
0.091,-0.6643679310077877
0.0915,-0.6171254055726759
0.092,-0.5992672967150089
0.0925,-0.5652049312810612
0.093,-0.3689093753152928
0.0935,-0.07748365639588398
0.094,0.04677415256957492
0.0945,0.2527956725658833
0.095,0.2888459521427092
0.0955,0.24882480943423027
0.096,0.2818136087926606
0.0965,0.06749635074626353
0.097,-0.1585569631077554
0.0975,-0.13672634740084125
0.098,-0.512630954767793
0.0985,-0.5290690617819417
0.099,-0.6018860616052223
0.0995,-0.6582750801065914
0.1,-0.6895069286153694
0.1005,-0.4214603479657079
0.101,-0.35229052432509284
0.1015,-0.11837998119017448
0.10200000000000001,0.16988729690860743
0.10250000000000001,0.4484130508029962
0.10300000000000001,0.6008695000670461
0.10350000000000001,0.7389168581044456
0.10400000000000001,0.7125718941192438
0.1045,0.6845817752706012
0.105,0.5252001981497003
0.1055,0.4028651922660185
0.106,0.25675759179711044
0.1065,0.019528131082450557
0.107,-0.10836095980158857
0.1075,-0.2786471885368382
0.108,-0.33288499711490926
0.1085,-0.2834772260280176
0.109,-0.2097584662499341
0.1095,-0.03043578849396481
0.11,0.12260293079822007
0.1105,0.382662169361869
0.111,0.4479910439365493
0.1115,0.5678760275090236
0.112,0.5858604960216665
0.1125,0.6257948661502674
0.113,0.5733911958529011
0.1135,0.35421039919774105
0.114,0.1963424574392768
0.1145,0.022438032691099757
0.115,-0.22470408473593112
0.1155,-0.4151809461387661
0.116,-0.4552970770158555
0.1165,-0.5430015610035461
0.117,-0.4958754315683853
0.11750000000000001,-0.35392103044489837
0.11800000000000001,-0.19550313476794146
0.11850000000000001,-0.07608849595448812
0.11900000000000001,0.11650529758136006
0.11950000000000001,0.33804678121557885
0.12,0.45257078232009906
0.1205,0.4347736970382817
0.121,0.588770579717849
0.1215,0.44543646498949935
0.122,0.3346296074720611
0.1225,0.044808920210529346
0.123,-0.049483102832541856
0.1235,-0.35600014756621967
0.124,-0.5131527634326948
0.1245,-0.7050562726677427
0.125,-0.7015326520943929
0.1255,-0.688209097690628
0.126,-0.5993094626446291
0.1265,-0.42511981783013364
0.127,-0.2660886367790723
0.1275,-0.033325111611506725
0.128,0.0636986813709508
0.1285,0.16470212636492398
0.129,0.28115554238072554
0.1295,0.31195870163991385
0.13,0.27251586592201615
0.1305,0.12236710082829708
0.131,-0.17479768456258196
0.1315,-0.25079344330061776
0.132,-0.3674933504898641
0.1325,-0.5700190355163789
0.133,-0.6721591743237977
0.1335,-0.6311972257800755
0.134,-0.5953307176169284
0.1345,-0.3912781421393327
0.135,-0.22226713016511254
0.1355,0.08119191208439606
0.136,0.27376631278505736
0.1365,0.42581362134324063
0.137,0.6563702974065998
0.1375,0.7693279811853457
0.138,0.7129575192038521
0.1385,0.6617486330663915
0.139,0.4426234253533723
0.1395,0.4300586421852622
0.14,0.15963704311806987
0.1405,-0.10826389989962436
0.14100000000000001,-0.2506495340371657
0.14150000000000001,-0.2806206710192008
0.14200000000000002,-0.27184110274066514
0.14250000000000002,-0.28331443291945635
0.14300000000000002,-0.1583684144576207
0.14350000000000002,-0.08902843369117759
0.14400000000000002,0.07609443523510316
0.1445,0.36754545657348914
0.145,0.5042841878361923
0.1455,0.5873889084293199
0.146,0.6979877389882805
0.1465,0.5587249428426431
0.147,0.48677178051422076
0.1475,0.4011488479848642
0.148,0.24400851619348465
0.1485,-0.059632714118441336
0.149,-0.17524821606456875
0.1495,-0.4496182250815385
0.15,-0.5035687179102034
0.1505,-0.5567463540311209
0.151,-0.5797630277511809
0.1515,-0.37108821299081707
0.152,-0.16863818217259727
0.1525,-0.025037353513869695
0.153,0.17807854028226977
0.1535,0.42439449961201153
0.154,0.4151102053638698
0.1545,0.45773176163633983
0.155,0.47860018394695353
0.1555,0.35552156742604485
0.156,0.3236984968133086
0.1565,0.06986069539255048
0.157,-0.20823938084867016
0.1575,-0.4047418054269986
0.158,-0.40324231528803023
0.1585,-0.6911768567718429
0.159,-0.7419641658146315
0.1595,-0.6570257045281445
0.16,-0.5403568565991058
0.1605,-0.40847267452875974
0.161,-0.2821020439137638
0.1615,-0.10796718667448876
0.162,0.14366118706353329
0.1625,0.22911242598680623
0.163,0.20539978678504037
0.1635,0.3318668539252086
0.164,0.23062031771679936
0.1645,0.0431874661059647
0.165,-0.12939319995515147
0.1655,-0.2860039981429955
0.166,-0.4955148330010622
0.1665,-0.6493226876403563
0.167,-0.6238796880597032
0.1675,-0.695801881079384
0.168,-0.5121197841404233
0.1685,-0.44386952803260293
0.169,-0.16674431298569928
0.1695,0.06734999232526516
0.17,0.397186632018993
0.1705,0.45899048494087796
0.171,0.5918762834962034
0.1715,0.7100040689769049
0.17200000000000001,0.6873394170608876
0.17250000000000001,0.6392558326647765
0.17300000000000001,0.551342663113071
0.17350000000000002,0.3872877329912339
0.17400000000000002,0.23272061328949467
0.17450000000000002,-0.07568882901553806
0.17500000000000002,-0.059403260870871805
0.17550000000000002,-0.18818373217132284
0.176,-0.3246485423947845
0.1765,-0.3849071470995838
0.177,-0.16653833277547078
0.1775,-0.003435091998826057
0.178,0.057567773412996806
0.1785,0.353533157789424
0.179,0.48854283603509224
0.1795,0.556912365506824
0.18,0.6586290403808737
0.1805,0.6357593213666739
0.181,0.4501500568204437
0.1815,0.31892056379353656
0.182,0.07275706565478865
0.1825,-0.14473115372238765
0.183,-0.29386177406050307
0.1835,-0.4205425671225678
0.184,-0.5608398088570352
0.1845,-0.65544426357052
0.185,-0.4526400953206337
0.1855,-0.43306763750684135
0.186,-0.17056325511204065
0.1865,0.11226509860662753
0.187,0.21813028652194277
0.1875,0.3235952210653117
0.188,0.4195130301267671
0.1885,0.5901452704738943
0.189,0.49295177415252855
0.1895,0.4098991886769044
0.19,0.258807832819039
0.1905,0.0015124449127115703
0.191,-0.23168870229874963
0.1915,-0.4676812569665169
0.192,-0.7367819538930848
0.1925,-0.7593735703344273
0.193,-0.7148012547990404
0.1935,-0.6733860835014732
0.194,-0.5316370195023059
0.1945,-0.39647211555481593
0.195,-0.1952586201792
0.1955,0.021552214574021615
0.196,0.09559135575928951
0.1965,0.23345448834882587
0.197,0.2109141202118135
0.1975,0.3133339029170101
0.198,0.17445991558937754
0.1985,0.05322033147332676
0.199,-0.06818469965905766
0.1995,-0.2695725803519359
0.2,-0.4819437720746966
0.2005,-0.5477521837773062
0.201,-0.7014216914866221
0.2015,-0.5756711599032732
0.202,-0.48310853600016324
0.2025,-0.39918020849512803
0.203,-0.03422378593557529
0.20350000000000001,0.10097807169908787
0.20400000000000001,0.39955685937502244
0.20450000000000002,0.5382867721745839
0.20500000000000002,0.7447713884749216
0.20550000000000002,0.8232278902150604
0.20600000000000002,0.699678643935464
0.20650000000000002,0.573881513654149
0.20700000000000002,0.4929263836470561
0.20750000000000002,0.3527949196766241
0.20800000000000002,0.09095515931848955
0.2085,-0.10602255978939494
0.209,-0.19485339514896285
0.2095,-0.4413534736026288
0.21,-0.35020183759558543
0.2105,-0.3290299918519897
0.211,-0.12659348455793645
0.2115,-0.016277101807651177
0.212,0.14592428188788253
0.2125,0.3575994752746262
0.213,0.4420998426856003
0.2135,0.6004213297012598
0.214,0.5840459463573829
0.2145,0.543528346685291
0.215,0.40359219202743013
0.2155,0.30990209203314684
0.216,0.053741811032836165
0.2165,-0.12310062072422434
0.217,-0.3100527992016475
0.2175,-0.5111159352677348
0.218,-0.5133229930480575
0.2185,-0.5206238331216367
0.219,-0.4449573239382364
0.2195,-0.34045547293140505
0.22,-0.1585887271456869
0.2205,0.1030380700202114
0.221,0.36368789069690277
0.2215,0.3670901139755009
0.222,0.53070842101447
0.2225,0.5084373788807841
0.223,0.5117937098689416
0.2235,0.36921886271956567
0.224,0.219378753130395
0.2245,-0.1872384280583161
0.225,-0.29731308622221286
0.2255,-0.514593710194159
0.226,-0.6220060214636499
0.2265,-0.7394029794195437
0.227,-0.7475099809355467
0.2275,-0.6197514048842846
0.228,-0.43363054252588823
0.2285,-0.5000780222303273
0.229,-0.18441782610391239
0.2295,0.029880774563602337
0.23,0.16522359465407535
0.2305,0.24517945927603343
0.231,0.2258702933716323
0.2315,0.20760802835906525
0.232,0.18872279297310923
0.2325,0.05610604923158251
0.233,-0.16831044300165338
0.2335,-0.38923238163378415
0.234,-0.4889787928709397
0.23450000000000001,-0.6008316102598019
0.23500000000000001,-0.5886570075157176
0.23550000000000001,-0.5614822810850085
0.23600000000000002,-0.4767251295144813
0.23650000000000002,-0.2534146871393032
0.23700000000000002,-0.09888634147941208
0.23750000000000002,0.23830652415730239
0.23800000000000002,0.4795757129034928
0.23850000000000002,0.5440166456861617
0.23900000000000002,0.7444069037457605
0.23950000000000002,0.7187807878737289
0.24,0.7879511909238377
0.2405,0.6733396546223852
0.241,0.4541606861875743
0.2415,0.3198726745895598
0.242,0.04708157959963373
0.2425,-0.14350739831176
0.243,-0.27423800986958297
0.2435,-0.32431230661511984
0.244,-0.3334435561606512
0.2445,-0.23964725876413323
0.245,-0.14961819833954465
0.2455,0.08697331289293278
0.246,0.2815571590132159
0.2465,0.3747153962042704
0.247,0.45916540896047175
0.2475,0.6397411985875471
0.248,0.6634724877498129
0.2485,0.5289699762243503
0.249,0.3386087621808454
0.2495,0.23390639630145263
0.25,0.08963086607194956
0.2505,-0.28545743028553194
0.251,-0.34381050031775845
0.2515,-0.5074031638829917
0.252,-0.5903162145813734
0.2525,-0.5032324595625923
0.253,-0.5016407256191242
0.2535,-0.27126511644444223
0.254,-0.031680510752650826
0.2545,0.11223195740549298
0.255,0.24435590042798322
0.2555,0.3421071367988195
0.256,0.44761464337502277
0.2565,0.4259133380821808
0.257,0.5276254262790927
0.2575,0.29623383131531766
0.258,0.06602178099620254
0.2585,-0.16461816939396542
0.259,-0.3710862857542039
0.2595,-0.5251321647711007
0.26,-0.7120376722320307
0.2605,-0.635898886803341
0.261,-0.7535664364407578
0.2615,-0.6790296630150959
0.262,-0.48768013781888214
0.2625,-0.25338277201574877
0.263,-0.06760717761389784
0.2635,0.02182819231245381
0.264,0.20196857246361324
0.2645,0.2831231806285832
0.265,0.3207990008643419
0.2655,0.2563447369110629
0.266,0.08459903612636657
0.2665,-0.08685016950694312
0.267,-0.19094726785077185
0.2675,-0.4282516918251735
0.268,-0.43740112774804335
0.2685,-0.585007702732985
0.269,-0.6497232728363157
0.2695,-0.5502274466957002
0.27,-0.4240562207436002
0.2705,-0.21276710225642773
0.271,0.06864781144099952
0.2715,0.18490588212082332
0.272,0.37953079216576935
0.2725,0.659823769376965
0.273,0.7383735630995779
0.2735,0.7826042929001956
0.274,0.7453639106550113
0.2745,0.593039719666626
0.275,0.4690324931092142
0.2755,0.18364258692138313
0.276,0.030592748513573208
0.2765,-0.18816041621302976
0.277,-0.327213385047479
0.2775,-0.29834964750544535
0.278,-0.2868698054978509
0.2785,-0.33001175170326147
0.279,-0.1511401601928482
0.2795,0.09204536071512383
0.28,0.31240537766968957
0.2805,0.3890974767950446
0.281,0.5343138672817387
0.28150000000000003,0.5329410302364411
0.28200000000000003,0.7180449365023488
0.28250000000000003,0.5335768999284048
0.28300000000000003,0.40982524344843474
0.28350000000000003,0.2093918635179961
0.28400000000000003,0.015002337467106906
0.28450000000000003,-0.20176842744697768
0.28500000000000003,-0.4154765804666354
0.28550000000000003,-0.47221930678528934
0.28600000000000003,-0.5459103618373558
0.28650000000000003,-0.45027363154132144
0.28700000000000003,-0.4471179175397949
0.28750000000000003,-0.2773681136178483
0.28800000000000003,-0.02421415655546843
0.2885,0.2058972131339309
0.289,0.32670931801044767
0.2895,0.4146914787727505
0.29,0.5097066280025069
0.2905,0.4803942488066879
0.291,0.5140355911408638
0.2915,0.31227028416814195
0.292,0.13171371689385103
0.2925,-0.13727234908635955
0.293,-0.3950934480400123
0.2935,-0.49083108184740654
0.294,-0.59363201625953
0.2945,-0.7037368349264397
0.295,-0.7146729590422272
0.2955,-0.5687541746879503
0.296,-0.49347108427445274
0.2965,-0.2531070915780699
0.297,-0.13367297770492564
0.2975,0.0293443589570139
0.298,0.24071046724191328
0.2985,0.30434325570604964
0.299,0.388800835185543
0.2995,0.2172239665379325
0.3,0.1117915644129904
0.3005,-0.10659294131132754
0.301,-0.31838735903262533
0.3015,-0.47743753239526854
0.302,-0.4911396434705917
0.3025,-0.6405330725696268
0.303,-0.5210779901700803
0.3035,-0.4267247783314807
0.304,-0.3637939592210824
0.3045,-0.06547382590877143
0.305,0.09370471330870603
0.3055,0.3715277018962646
0.306,0.5111453080081355
0.3065,0.7269428651614169
0.307,0.7194416660292356
0.3075,0.8070215589346736
0.308,0.6846133628715837
0.3085,0.5659275476269442
0.309,0.4214668586817555
0.3095,0.19377198282403543
0.31,-0.01769321703997919
0.3105,-0.14449029689601778
0.311,-0.25364698793329815
0.3115,-0.4079489165615475
0.312,-0.283110212678938
0.3125,-0.18295160911702554
0.313,-0.10752007483931783
0.3135,0.1258380973643427
0.314,0.2205085173284706
0.3145,0.5158206754665713
0.315,0.5425244266145024
0.3155,0.5973379842783139
0.316,0.6359851665072311
0.3165,0.4734603820448253
0.317,0.356051777364548
0.3175,0.07988657407740726
0.318,-0.10428183982378364
0.3185,-0.34038687635326603
0.319,-0.4373891694602462
0.3195,-0.4723414674603561
0.32,-0.5377269450027041
0.3205,-0.4549160536353135
0.321,-0.4331199317665076
0.3215,-0.2575569658413035
0.322,-0.04062424626555039
0.3225,0.20764273774171516
0.323,0.3660012441213828
0.3235,0.46540003303740307
0.324,0.5468750901115516
0.3245,0.4812133649213404
0.325,0.3862686912173077
0.3255,0.28865744935317394
0.326,-0.012012111210788264
0.3265,-0.19596710921061744
0.327,-0.33518310109574795
0.3275,-0.5832710573591813
0.328,-0.6663288210242564
0.3285,-0.7727685575115085
0.329,-0.6093742636537602
0.3295,-0.7150615358354684
0.33,-0.5010766055074924
0.3305,-0.30797581551361375
0.331,0.019089700923911268
0.3315,0.12670748266493517
0.332,0.22135859864030008
0.3325,0.23368372202769572
0.333,0.3096252141793167
0.3335,0.22353960362826827
0.334,0.05443793811036432
0.3345,-0.14938194881571265
0.335,-0.30373210072401113
0.3355,-0.3946308200328258
0.336,-0.5043906649838915
0.3365,-0.5693266512665959
0.337,-0.560666095947617
0.3375,-0.5471551707151897
0.338,-0.2960118786907649
0.3385,-0.14150701207628236
0.339,0.14476625150805175
0.3395,0.39466409385822804
0.34,0.5349378930173696
0.3405,0.6597681219199909
0.341,0.8310400251646025
0.3415,0.7902747805662514
0.342,0.6559636007165779
0.3425,0.3894132329355098
0.343,0.3459806871225902
0.3435,0.17241349096170194
0.34400000000000003,0.0009646727003838756
0.34450000000000003,-0.24776052796940473
0.34500000000000003,-0.3470217526101019
0.34550000000000003,-0.3680214391518265
0.34600000000000003,-0.2625392154448015
0.34650000000000003,-0.25689777127814073
0.34700000000000003,-0.04927728083066667
0.34750000000000003,0.08963933897845684
0.34800000000000003,0.3272945276094035
0.34850000000000003,0.3860545715835286
0.34900000000000003,0.5819906180629951
0.34950000000000003,0.571699486254062
0.35000000000000003,0.5462531004071283
0.35050000000000003,0.4758851708194764
0.35100000000000003,0.34334053537164005
0.35150000000000003,0.0032099818270599767
0.352,-0.06864609258432663
0.3525,-0.27936758925281874
0.353,-0.4671561767254942
0.3535,-0.4649518631952235
0.354,-0.5353214712667054
0.3545,-0.415740497186193
0.355,-0.38100258493220773
0.3555,-0.2190198141833185
0.356,0.08335351000757957
0.3565,0.322623374201859
0.357,0.4058202321254224
0.3575,0.5230305351630409
0.358,0.4882471499765779
0.3585,0.40222008665561787
0.359,0.3409710504052296
0.3595,0.2522216049795848
0.36,-0.12800375059108732
0.3605,-0.2823974090197899
0.361,-0.558462025359667
0.3615,-0.6192694287783727
0.362,-0.679972209809404
0.3625,-0.8105302500495633
0.363,-0.7178538814083766
0.3635,-0.5129907086220085
0.364,-0.41593340583089233
0.3645,-0.27986435414710964
0.365,-0.09118723632746101
0.3655,0.03902183583033236
0.366,0.2940379248449403
0.3665,0.2692998197912009
0.367,0.3403715171198594
0.3675,0.2468234077706857
0.368,0.034313203439476844
0.3685,-0.12573347338343435
0.369,-0.23169468522052147
0.3695,-0.41224703377237326
0.37,-0.5091086704907397
0.3705,-0.6432917551981396
0.371,-0.48071787594690335
0.3715,-0.46081211558536345
0.372,-0.3592711529495055
0.3725,-0.06187039229195086
0.373,0.22308348830730232
0.3735,0.5300419792826011
0.374,0.5928848008944836
0.3745,0.6720638900428028
0.375,0.897595036676518
0.3755,0.7728878262253632
0.376,0.6508849222673008
0.3765,0.4494432505781515
0.377,0.2548036432843086
0.3775,0.16999610849249402
0.378,-0.10927925252022101
0.3785,-0.27222288245777554
0.379,-0.35921405234442555
0.3795,-0.2721527731427045
0.38,-0.32489975604611876
0.3805,-0.14653045936218909
0.381,-0.0029290797442398254
0.3815,0.1774198513737443
0.382,0.2963481712934835
0.3825,0.5150306667850288
0.383,0.6502164983671167
0.3835,0.5868132379777697
0.384,0.49061663543977524
0.3845,0.3523893879786203
0.385,0.2549325147667246
0.3855,0.030486312649762842
0.386,-0.1657986512789098
0.3865,-0.3409919882810965
0.387,-0.5487689800055074
0.3875,-0.5041525321033988
0.388,-0.5258116355198945
0.3885,-0.46288261319818275
0.389,-0.3076737040588193
0.3895,-0.0911634020455918
0.39,0.06349997651989103
0.3905,0.20532093831014503
0.391,0.45541250264009525
0.3915,0.4654588496869891
0.392,0.46796851904039966
0.3925,0.36639167546064144
0.393,0.31456205329139403
0.3935,0.07659858070861933
0.394,-0.1139878119017972
0.3945,-0.2871379558479814
0.395,-0.5062223766015698
0.3955,-0.6073663803008837
0.396,-0.726968118641124
0.3965,-0.7708061480512894
0.397,-0.700484589586297
0.3975,-0.5783301815272042
0.398,-0.3441670282169287
0.3985,-0.1782682273280928
0.399,-0.009215114484246417
0.3995,0.21199203042639062
0.4,0.2798142299844193
0.4005,0.29064820566114763
0.401,0.20725715386851723
0.4015,0.21009115259644506
0.402,0.05735760650623233
0.4025,-0.12049536455637722
0.403,-0.31262075802226574
0.4035,-0.47326925582946505
0.404,-0.5333261819214883
0.4045,-0.5340952497575913
0.405,-0.5015534881856702
0.4055,-0.38032921384396057
0.406,-0.2153012779993297
0.40650000000000003,0.04475650281389501
0.40700000000000003,0.27158904858421223
0.40750000000000003,0.43866380809471933
0.40800000000000003,0.6885960802976999
0.40850000000000003,0.801296389159438
0.40900000000000003,0.8374336286604865
0.40950000000000003,0.7460008604646339
0.41000000000000003,0.6264860524898979
0.41050000000000003,0.4061907870824243
0.41100000000000003,0.29761288650115514
0.41150000000000003,-0.05601878103626848
0.41200000000000003,-0.15512005476603882
0.41250000000000003,-0.2920186958378791
0.41300000000000003,-0.30736535036239065
0.41350000000000003,-0.3526463044327921
0.41400000000000003,-0.3322516558727191
0.41450000000000004,-0.2272296448102934
0.41500000000000004,-0.024308624540829563
0.41550000000000004,0.20033607083348232
0.41600000000000004,0.36837689522040745
0.4165,0.48882135136589916
0.417,0.5399556902440239
0.4175,0.5694528122384099
0.418,0.5635357552403991
0.4185,0.3277963601429198
0.419,0.20570171220862876
0.4195,0.08144233775164351
0.42,-0.1731894779484754
0.4205,-0.39637822290252495
0.421,-0.4615969509426052
0.4215,-0.5857697311036568
0.422,-0.5270131894892095
0.4225,-0.35786149501481557
0.423,-0.19108472198824267
0.4235,-0.18448636777142635
0.424,0.1334879493032526
0.4245,0.3764618943598711
0.425,0.38964307822810695
0.4255,0.5049908600323003
0.426,0.5680283399775266
0.4265,0.39232609849119615
0.427,0.2958607953954726
0.4275,0.07607598245673193
0.428,-0.23778295318446577
0.4285,-0.3433690252057822
0.429,-0.5601286069378855
0.4295,-0.6422020969083451
0.43,-0.6524376911608686
0.4305,-0.7148121457462935
0.431,-0.6854230728522371
0.4315,-0.5012056601570214
0.432,-0.32933454115779065
0.4325,-0.08861591587175502
0.433,-0.023884357335203443
0.4335,0.14061138182864008
0.434,0.19101434982904353
0.4345,0.3500608075447188
0.435,0.2756240164251657
0.4355,0.14015301966495736
0.436,-0.01274015874146317
0.4365,-0.17447836806222267
0.437,-0.35576962269516
0.4375,-0.45696595287807756
0.438,-0.5431641524822367
0.4385,-0.45779729316716133
0.439,-0.4458038475627823
0.4395,-0.3680721142072973
0.44,-0.1662707194415025
0.4405,0.14621478591703413
0.441,0.33872517854874207
0.4415,0.5391694437183425
0.442,0.7217102584633455
0.4425,0.8596357969960048
0.443,0.7364846922987223
0.4435,0.6984773051815368
0.444,0.517717100855051
0.4445,0.44716771142551903
0.445,0.19444371717159312
0.4455,-0.028188928243986743
0.446,-0.21241273262495952
0.4465,-0.2681449444794182
0.447,-0.3711868424960121
0.4475,-0.3785353252174875
0.448,-0.2074714412289129
0.4485,-0.18439961468029256
0.449,-0.021820956038475482
0.4495,0.3541664934214887
0.45,0.37159305009497656
0.4505,0.4863215902584443
0.451,0.5399356326576691
0.4515,0.5613243927786449
0.452,0.5278123934039451
0.4525,0.38498916308654746
0.453,0.18938999326722383
0.4535,-0.05641510604517565
0.454,-0.31416166507825183
0.4545,-0.389031519270478
0.455,-0.43543709283925447
0.4555,-0.4965817350646618
0.456,-0.5228341510260605
0.4565,-0.3697453813780971
0.457,-0.2704880735078131
0.4575,-0.06348930842445433
0.458,0.07308961290022223
0.4585,0.29200270148007396
0.459,0.4404332242384377
0.4595,0.4847132005363747
0.46,0.5157664171402316
0.4605,0.48020259354807715
0.461,0.29587945831768503
0.4615,0.01243713027386688
0.462,-0.23164616533301513
0.4625,-0.44314194422503767
0.463,-0.6404325003346539
0.4635,-0.714029096686322
0.464,-0.7471226025380657
0.4645,-0.7343680630061707
0.465,-0.6368916614837916
0.4655,-0.4837249962485203
0.466,-0.3070783085312887
0.4665,-0.1364627371398173
0.467,0.170865421953861
0.4675,0.27954467022885077
0.468,0.2647009721503153
0.4685,0.27866899945049867
0.46900000000000003,0.23965450893568685
0.46950000000000003,0.1570345099269249
0.47000000000000003,0.06467527151931567
0.47050000000000003,-0.11690845537721159
0.47100000000000003,-0.2725482882837761
0.47150000000000003,-0.39321112702724387
0.47200000000000003,-0.4566233973872152
0.47250000000000003,-0.46913294245182274
0.47300000000000003,-0.403527497472228
0.47350000000000003,-0.2854488031818427
0.47400000000000003,-0.16887416395746002
0.47450000000000003,0.13753273083341438
0.47500000000000003,0.4603405861145097
0.47550000000000003,0.5422904749104098
0.47600000000000003,0.6853362644499483
0.47650000000000003,0.8451424165103495
0.47700000000000004,0.7972696847224616
